FD_fpz,FD_pz,alpha_fpz,a1_fpz,a2_fpz,alpha_pz,a1_pz,a2_pz,shannon_fpz,shannon_pz,ApEn_Fpz,ApEn_pz,Samp_En_m0_Fpz,Samp_En_m1_Fpz,Samp_En_m0_pz,Samp_En_m1_pz,zcr_Fpz,zcr_pz,Kurt_Fpz,Skew_Fpz,Kurt_pz,Skew_pz,y,mse-fpz-1,mse-fpz-2,mse-fpz-3,mse-fpz-4,mse-fpz-5,mse-fpz-6,mse-fpz-7,mse-fpz-8,mse-fpz-9,mse-pz-1,mse-pz-2,mse-pz-3,mse-pz-4,mse-pz-5,mse-pz-6,mse-pz-7,mse-pz-8,mse-pz-9,act_Fpz,mob_Fpz,comp_Fpz,act_pz,mob_pz,comp_pz
1.4800752159355943,1.5706441899644723,1.1188045596665903,1.3111342927417704,0.8455184440238952,0.9523818104119433,1.05812684451806,0.7661860625183577,6.695846546780571,7.0398535183561215,1.0484035698797889,1.3783746078439667,0.9360861551405414,0.8685054361445483,1.3706992241575722,1.2734960217205913,0.1673891297099033,0.1860620206735578,3.096194907483464,0.0033522575262226,1.4785383516688304,0.09398819105995,1,0.8685054361445483,0.9216524651660666,0.9336268031472672,0.9363735952329988,0.9621222216943408,1.0116360736567511,1.0209751288324391,0.9752115614496142,1.0729622096079805,1.2734960217205913,1.4814532116574757,1.592011088874799,1.6445849378967232,1.6274362999806586,1.5971225240483733,1.7191753068929994,1.7561014107274795,1.7835209317074776,0.8437358697313517,0.35932648297044173,4.454418021380587,0.29565578501927475,0.7856213351159635,2.127634972508291
1.3570409461613433,1.5010931551936593,1.1263180911358202,1.424463560562882,0.7237676907303575,1.0829961978874612,1.0664784518141608,1.0092613014087517,6.840968751472552,7.1000988585086215,0.8478339273141704,1.3460308305818778,0.7305157637126094,0.6889540609894962,1.2595544360464548,1.244893501696156,0.0943647882627542,0.1473824608202734,2.57141217276968,0.2196795078513315,0.7677806852423505,0.0673091712645184,1,0.6889540609894962,0.7763079785074221,0.8257016787814698,0.8929701179357745,0.9609221333085264,1.038372617606032,1.0269888044543358,1.132805446705721,1.1374312603196408,1.244893501696156,1.4168236570820434,1.5275093850355528,1.5634362895881733,1.5905464705176122,1.5846343098120563,1.6240908218434174,1.583654406673133,1.520013989039087,1.1962319996249369,0.2505287171734135,5.601826844672391,0.24231495294281968,0.41022003416110425,3.410526080324757
1.3628724759204869,1.5514583399075672,1.1759227728754342,1.4571374552286984,0.7359660275816057,1.06239457426043,1.0675266349886818,0.9653603717616728,6.607148294414063,6.982242249092943,0.6849174095534223,1.4477967281444313,0.5733011253151526,0.5334619136224881,1.4043914114424458,1.33470311348061,0.0996998999666555,0.1860620206735578,4.012336450460397,0.0794016527609537,2.086162528281715,0.14762081343573,1,0.5334619136224881,0.6307656783155795,0.6473186087614631,0.6951580162600182,0.7346590964669801,0.7336393748353728,0.7392463522055766,0.7375467043325941,0.7326902014393156,1.33470311348061,1.4818888163478043,1.536248274230744,1.5639666300654833,1.5418653893520042,1.6428250372325313,1.617633527510279,1.5847210750970926,1.6509379722867246,1.9762396806709317,0.20341045995619125,6.941511698002941,0.43355825554769806,0.6489075666883413,2.4815357617005644
1.445603189927113,1.44761221072737,1.1070320255923642,1.3474873057494765,0.7379472721504314,1.2516510651259618,1.2972929096870418,0.982392432627228,6.6150014788744045,6.136599272574458,1.0765054876235278,0.8170339148624137,0.976615401689086,0.9382494926744568,0.7397483108377559,0.7076029300288023,0.1503834611537179,0.150050016672224,4.443199623440389,0.369766785136889,8.516017193934642,-0.5835467577384538,1,0.9382494926744568,1.0220184486004351,1.0664030952836314,1.057340532553756,1.1292382382001875,1.1857286269907992,1.2058679983516865,1.1876233385868198,1.1310888311546266,0.7076029300288023,0.7309426130282183,0.7816622757294228,0.8080763985459599,0.8583445736066567,0.8698294647923545,0.86555124402302,0.9009429741571467,0.8915436005023413,0.5962130611924,0.3418029707072274,4.4072293315182165,1.4193777812105777,0.23049840866387208,6.680806251415043
1.496444707564394,1.546306293990754,1.0517594517341675,1.1917032380402492,0.7838075905703812,0.83114575681651,0.9874578617264675,0.5753246996309672,6.562216900424521,7.1811524341464015,1.3398356778641003,1.6533382897938704,1.2766844263802646,1.2266735927043866,1.6479707331186135,1.6287676888416835,0.1637212404134711,0.211403801267089,11.492782325357142,-1.7621155359205674,0.5271860103133132,0.062930993258533,1,1.2266735927043866,1.3002578734910413,1.3640112563042706,1.4008055364570695,1.388823439130399,1.4040815246334548,1.4295416354829755,1.5198711758546146,1.4961916518030378,1.6287676888416835,1.7434337345283912,1.8319453198178253,1.956443719067955,1.948879684446998,2.063003821869578,1.930550113983989,1.9492387953448087,1.9854055497532417,0.3779995009031063,0.47343032254144624,3.3247326872008456,0.20265833178590328,0.6633435071828752,2.3217813835443555
1.4295868635067328,1.5258309496626026,1.128264776686357,1.359888234492111,0.6842147020500234,1.0311720482433273,1.0153615456966365,0.8701312965528549,6.699462929066047,7.04944031392864,0.9892340808144028,1.435098003610754,0.8766585252625392,0.8282503290781382,1.385685040038127,1.3446714078682138,0.134378126042014,0.1680560186728909,3.611935669460637,-0.0786312680129117,1.3152602634155892,-0.402013399139684,1,0.8282503290781382,0.8941187657599198,0.8958185692899445,0.923158024126512,0.9133561215183924,1.0284452855951087,0.9962950186795204,1.0730909286725463,0.9951681801430536,1.3446714078682138,1.4480540397304635,1.5698811335854468,1.6528697027760784,1.6550275504318994,1.6892271984017575,1.634244234540797,1.5388744701516237,1.5784474668522686,0.7391427036470107,0.3044384107843993,4.8995317492891814,0.33757716545591504,0.4763142882383478,3.083601738082651
1.4525877850893496,1.4786612607229506,1.0249944528592287,1.323803936980586,0.6275809262388399,1.0605617796469804,1.1597916325041124,0.8190778754114697,6.418149528322051,7.012728739366866,1.092131386187381,1.2369649388746775,1.0031846822829398,0.9526527394391486,1.1703219359917445,1.144584658326788,0.1673891297099033,0.1477159053017672,8.092393809718496,-0.8729824322697683,1.6041255200437885,0.1351009498521149,1,0.9526527394391486,1.0465552306210488,1.0763454141656714,1.132683522106081,1.16854043018903,1.2174644115099391,1.2091093766594103,1.274876454816272,1.2300111308342094,1.144584658326788,1.29124216639845,1.378750325323821,1.4384892178866546,1.508653783995892,1.37284656997324,1.4893964129994135,1.3906205137265115,1.4188065901331055,0.4171213524887465,0.374034908040476,4.124725356006529,0.367488148474858,0.38033038620241977,3.6907598098974344
1.3935061492582808,1.5113696392616789,1.1834232854493825,1.448628888327169,0.7413907612415256,0.9397851191348024,1.0253362386712763,0.7091762756764239,6.861673697650851,7.103172055181933,0.8618020134866855,1.4508525035488682,0.7655489696137187,0.7213296485417529,1.410627830792031,1.3538865819926589,0.1020340113371123,0.1533844614871624,2.061247774749983,0.474599796022071,1.241023335985937,0.4723344980447148,1,0.7213296485417529,0.8247931039966595,0.8755593508896301,0.8995570737144954,0.9694594106635191,0.985372706031638,1.0646321031804862,1.122701621941824,1.17257258425093,1.3538865819926589,1.547865924174529,1.723393037157654,1.7527212534481869,1.6967566852710183,1.763689652180178,1.6882256075936286,1.7128428114496197,1.7078907790595343,0.9564204311087924,0.26735036915583427,5.675835972182018,0.24774830260534106,0.5640305324902217,2.738044189354469
1.411940202417028,1.5402081939673604,1.1842670807301725,1.4440754089880146,0.875814130483153,0.9651739576857676,0.9882957586499646,0.8628581378071897,6.786415319938738,7.207707296613258,0.90730371736799,1.5727688198619705,0.8310147653365865,0.7673859587471498,1.5495591236040784,1.481238481040775,0.100700233411137,0.2027342447482494,4.1690769665338765,-0.1350895290808277,0.4076598907373712,0.2480150137059125,1,0.7673859587471498,0.8263834399035977,0.8896168744829385,0.9393839473717316,0.961181868576042,0.9915256749195126,1.0286089732350407,1.0430714213403254,1.0778061535651855,1.481238481040775,1.6312453119287749,1.7396412380953945,1.829548258177545,1.8340445367291929,1.9517328601585235,1.8697714324060677,1.8979452376663668,1.860546607817613,0.79708299922947,0.28820963331215455,5.366833913366991,0.23199279899816744,0.6449268028785318,2.4543922836848537
1.3289206680469454,1.5745885643830262,1.1747801347023306,1.4752299405101608,0.6854512742046087,1.114430601642869,1.029891766649871,0.8766436020299325,7.1444728778456685,6.905003431693069,0.717969845308537,1.49213805186983,0.621069133460659,0.5480042031415878,1.5083826149240032,1.3833245680375883,0.0720240080026675,0.2600866955651884,0.5256936903651357,-0.174214630265432,2.269554064973036,-0.556765419644003,1,0.5480042031415878,0.6336166088748519,0.7277695729933235,0.7947434316362514,0.8701791477016906,0.903329614301498,0.9035975765645904,0.949399433849664,1.0060558717856956,1.3833245680375883,1.420960103997439,1.443206184255463,1.3618064484306258,1.349937958967183,1.280537467523868,1.3520132129975897,1.2544262521106715,1.3090432692040148,2.1903088258005745,0.21239576885650688,6.918457173511453,0.9939002509745343,0.7252279087846367,2.3270734066871435
